item_id,task_type,dataset_name,source_index,perturbation_type,perturbation_intensity,surface_noise_error_count,surface_noise_eligible_token_count,surface_noise_token_ratio,construction_method,method_reference,semantic_equivalence_status,original_prompt,perturbed_prompt
code_generation_49,code_generation,bigcode/humanevalpack,49,surface_noise_high,high,3,14,0.08,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Write a Python function `modp(n: int, p: int)` to solve the following problem:
Return 2^n modulo p (be aware of numerics).
>>> modp(3, 5)
3
>>> modp(1101, 101)
2
>>> modp(0, 101)
1
>>> modp(3, 11)
8
>>> modp(100, 101)
1","Write a Pytjon function `modp(n: int, p: int)` to solve the following problem:
Return 2^n moduko p (be awpare of numerics).
>>> modp(3, 5)
3
>>> modp(1101, 101)
2
>>> modp(0, 101)
1
>>> modp(3, 11)
8
>>> modp(100, 101)
1"
code_generation_18,code_generation,bigcode/humanevalpack,18,surface_noise_low,low,1,19,0.0,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Write a Python function `how_many_times(string: str, substring: str) -> int` to solve the following problem:
Find how many times a given substring can be found in the original string. Count overlaping cases.
>>> how_many_times('', 'a')
0
>>> how_many_times('aaa', 'a')
3
>>> how_many_times('aaaa', 'aa')
3","Write a Python function `how_many_times(string: str, substring: str) -> int` to solve the following problem:
Find how many itmes a given substring can be found in the original string. Count overlaping cases.
>>> how_many_times('', 'a')
0
>>> how_many_times('aaa', 'a')
3
>>> how_many_times('aaaa', 'aa')
3"
code_generation_18,code_generation,bigcode/humanevalpack,18,surface_noise_medium,medium,2,19,0.03,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Write a Python function `how_many_times(string: str, substring: str) -> int` to solve the following problem:
Find how many times a given substring can be found in the original string. Count overlaping cases.
>>> how_many_times('', 'a')
0
>>> how_many_times('aaa', 'a')
3
>>> how_many_times('aaaa', 'aa')
3","Write a Python function `how_many_times(string: str, substring: str) -> int` to solve the following problem:
Find how many times a given substring can be found in the original sting. Count overlapimg cases.
>>> how_many_times('', 'a')
0
>>> how_many_times('aaa', 'a')
3
>>> how_many_times('aaaa', 'aa')
3"
code_generation_18,code_generation,bigcode/humanevalpack,18,surface_noise_high,high,3,19,0.08,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Write a Python function `how_many_times(string: str, substring: str) -> int` to solve the following problem:
Find how many times a given substring can be found in the original string. Count overlaping cases.
>>> how_many_times('', 'a')
0
>>> how_many_times('aaa', 'a')
3
>>> how_many_times('aaaa', 'aa')
3","Write a Python function `how_many_times(syring: str, substring: str) -> int` to solve the following problem:
Find how many times a given substring can be found in the originaol strinh. Count overlaping cases.
>>> how_many_times('', 'a')
0
>>> how_many_times('aaa', 'a')
3
>>> how_many_times('aaaa', 'aa')
3"
code_generation_138,code_generation,bigcode/humanevalpack,138,surface_noise_low,low,1,15,0.0,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Write a Python function `is_equal_to_sum_even(n)` to solve the following problem:
Evaluate whether the given number n can be written as the sum of exactly 4 positive even numbers
Example
is_equal_to_sum_even(4) == False
is_equal_to_sum_even(6) == False
is_equal_to_sum_even(8) == True","Write a Python function `is_equal_to_sum_even(n)` to solve the following problem:
Epvaluate whether the given number n can be written as the sum of exactly 4 positive even numbers
Example
is_equal_to_sum_even(4) == False
is_equal_to_sum_even(6) == False
is_equal_to_sum_even(8) == True"
code_generation_138,code_generation,bigcode/humanevalpack,138,surface_noise_medium,medium,2,15,0.03,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Write a Python function `is_equal_to_sum_even(n)` to solve the following problem:
Evaluate whether the given number n can be written as the sum of exactly 4 positive even numbers
Example
is_equal_to_sum_even(4) == False
is_equal_to_sum_even(6) == False
is_equal_to_sum_even(8) == True","Write a Python functiom `is_equal_to_sum_even(n)` to solve the following problem:
Evaluate whether the given number n can be written as the sum of exactly 4 positive even numers
Example
is_equal_to_sum_even(4) == False
is_equal_to_sum_even(6) == False
is_equal_to_sum_even(8) == True"
code_generation_138,code_generation,bigcode/humanevalpack,138,surface_noise_high,high,3,15,0.08,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Write a Python function `is_equal_to_sum_even(n)` to solve the following problem:
Evaluate whether the given number n can be written as the sum of exactly 4 positive even numbers
Example
is_equal_to_sum_even(4) == False
is_equal_to_sum_even(6) == False
is_equal_to_sum_even(8) == True","Write a Python function `is_equal_to_sum_even(n)` to solve the following problem:
Evaluate whether the goven number n can be written as the sum of exactly 4 positive even numbrrs
Exampe
is_equal_to_sum_even(4) == False
is_equal_to_sum_even(6) == False
is_equal_to_sum_even(8) == True"
code_generation_117,code_generation,bigcode/humanevalpack,117,surface_noise_low,low,1,61,0.0,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Write a Python function `select_words(s, n)` to solve the following problem:
Given a string s and a natural number n, you have been tasked to implement
a function that returns a list of all words from string s that contain exactly
n consonants, in order these words appear in the string s.
If the string s is empty then the function should return an empty list.
Note: you may assume the input string contains only letters and spaces.
Examples:
select_words(""Mary had a little lamb"", 4) ==> [""little""]
select_words(""Mary had a little lamb"", 3) ==> [""Mary"", ""lamb""]
select_words(""simple white space"", 2) ==> []
select_words(""Hello world"", 4) ==> [""world""]
select_words(""Uncle sam"", 3) ==> [""Uncle""]","Wrte a Python function `select_words(s, n)` to solve the following problem:
Given a string s and a natural number n, you have been tasked to implement
a function that returns a list of all words from string s that contain exactly
n consonants, in order these words appear in the string s.
If the string s is empty then the function should return an empty list.
Note: you may assume the input string contains only letters and spaces.
Examples:
select_words(""Mary had a little lamb"", 4) ==> [""little""]
select_words(""Mary had a little lamb"", 3) ==> [""Mary"", ""lamb""]
select_words(""simple white space"", 2) ==> []
select_words(""Hello world"", 4) ==> [""world""]
select_words(""Uncle sam"", 3) ==> [""Uncle""]"
code_generation_117,code_generation,bigcode/humanevalpack,117,surface_noise_medium,medium,2,61,0.03,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Write a Python function `select_words(s, n)` to solve the following problem:
Given a string s and a natural number n, you have been tasked to implement
a function that returns a list of all words from string s that contain exactly
n consonants, in order these words appear in the string s.
If the string s is empty then the function should return an empty list.
Note: you may assume the input string contains only letters and spaces.
Examples:
select_words(""Mary had a little lamb"", 4) ==> [""little""]
select_words(""Mary had a little lamb"", 3) ==> [""Mary"", ""lamb""]
select_words(""simple white space"", 2) ==> []
select_words(""Hello world"", 4) ==> [""world""]
select_words(""Uncle sam"", 3) ==> [""Uncle""]","Write a Python function `select_words(s, n)` to solve the following problem:
Given a string s and a natural number n, you have been tasked to implement
a function that returns a list of all words from string s that contain exactly
n consonants, in order these words appear in the string s.
If the string s is empty then the function should return an empty list.
Note: you may assume the input string contains only letters and spaces.
Examples:
select_words(""Mary had a little lamb"", 4) ==> [""little""]
select_words(""Mary had a little lamb"", 3) ==> [""Maty"", ""lab""]
select_words(""simple white space"", 2) ==> []
select_words(""Hello world"", 4) ==> [""world""]
select_words(""Uncle sam"", 3) ==> [""Uncle""]"
code_generation_117,code_generation,bigcode/humanevalpack,117,surface_noise_high,high,5,61,0.08,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Write a Python function `select_words(s, n)` to solve the following problem:
Given a string s and a natural number n, you have been tasked to implement
a function that returns a list of all words from string s that contain exactly
n consonants, in order these words appear in the string s.
If the string s is empty then the function should return an empty list.
Note: you may assume the input string contains only letters and spaces.
Examples:
select_words(""Mary had a little lamb"", 4) ==> [""little""]
select_words(""Mary had a little lamb"", 3) ==> [""Mary"", ""lamb""]
select_words(""simple white space"", 2) ==> []
select_words(""Hello world"", 4) ==> [""world""]
select_words(""Uncle sam"", 3) ==> [""Uncle""]","Write a Python function `select_words(s, n)` to solve the following problem:
Given a string s and a natural number n, you have been tasked to implement
a function that returns a list of all words from string s that contain exactly
n consonants, in ordrr these words appear in the string s.
If the string s is empty hen the function should return an empty list.
Note: you may asssume the input string contains only letters and spaces.
Examples:
select_words(""uMary had a little lamb"", 4) ==> [""little""]
select_words(""Mary had a little lamfb"", 3) ==> [""Mary"", ""lamb""]
select_words(""simple white space"", 2) ==> []
select_words(""Hello world"", 4) ==> [""world""]
select_words(""Uncle sam"", 3) ==> [""Uncle""]"
code_generation_128,code_generation,bigcode/humanevalpack,128,surface_noise_low,low,1,21,0.0,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Write a Python function `prod_signs(arr)` to solve the following problem:
You are given an array arr of integers and you need to return
sum of magnitudes of integers multiplied by product of all signs
of each number in the array, represented by 1, -1 or 0.
Note: return None for empty arr.
Example:
>>> prod_signs([1, 2, 2, -4]) == -9
>>> prod_signs([0, 1]) == 0
>>> prod_signs([]) == None","Write a Python function `prod_signs(arr)` to solve the following problem:
You are given an array arr of integers and you need to return
sum of magnitudes of integers multiplied by product of all signs
of each number in the array, represented by 1, -1 or 0.
Note: return None for empty arr.
Examplr:
>>> prod_signs([1, 2, 2, -4]) == -9
>>> prod_signs([0, 1]) == 0
>>> prod_signs([]) == None"
code_generation_128,code_generation,bigcode/humanevalpack,128,surface_noise_medium,medium,2,21,0.03,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Write a Python function `prod_signs(arr)` to solve the following problem:
You are given an array arr of integers and you need to return
sum of magnitudes of integers multiplied by product of all signs
of each number in the array, represented by 1, -1 or 0.
Note: return None for empty arr.
Example:
>>> prod_signs([1, 2, 2, -4]) == -9
>>> prod_signs([0, 1]) == 0
>>> prod_signs([]) == None","Write a Python function `prod_signs(arr)` to solve the following problem:
You are given an array arr of inyegers and you need to return
sum of magnitudes of integers multiplied by product of all signs
of each numbe in the array, represented by 1, -1 or 0.
Note: return None for empty arr.
Example:
>>> prod_signs([1, 2, 2, -4]) == -9
>>> prod_signs([0, 1]) == 0
>>> prod_signs([]) == None"
code_generation_128,code_generation,bigcode/humanevalpack,128,surface_noise_high,high,3,21,0.08,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Write a Python function `prod_signs(arr)` to solve the following problem:
You are given an array arr of integers and you need to return
sum of magnitudes of integers multiplied by product of all signs
of each number in the array, represented by 1, -1 or 0.
Note: return None for empty arr.
Example:
>>> prod_signs([1, 2, 2, -4]) == -9
>>> prod_signs([0, 1]) == 0
>>> prod_signs([]) == None","Write a Python function `prod_signs(arr)` to solve the following problem:
You are given an array arr of integer and you need to return
sum of magnitudes of inyegers multiplied by product of all signs
of each number in the array, representde by 1, -1 or 0.
Note: return None for empty arr.
Example:
>>> prod_signs([1, 2, 2, -4]) == -9
>>> prod_signs([0, 1]) == 0
>>> prod_signs([]) == None"
code_generation_25,code_generation,bigcode/humanevalpack,25,surface_noise_low,low,1,35,0.0,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Write a Python function `factorize(n: int) -> List[int]` to solve the following problem:
Return list of prime factors of given integer in the order from smallest to largest.
Each of the factors should be listed number of times corresponding to how many times it appeares in factorization.
Input number should be equal to the product of all factors
>>> factorize(8)
[2, 2, 2]
>>> factorize(25)
[5, 5]
>>> factorize(70)
[2, 5, 7]","rWite a Python function `factorize(n: int) -> List[int]` to solve the following problem:
Return list of prime factors of given integer in the order from smallest to largest.
Each of the factors should be listed number of times corresponding to how many times it appeares in factorization.
Input number should be equal to the product of all factors
>>> factorize(8)
[2, 2, 2]
>>> factorize(25)
[5, 5]
>>> factorize(70)
[2, 5, 7]"
code_generation_25,code_generation,bigcode/humanevalpack,25,surface_noise_medium,medium,2,35,0.03,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Write a Python function `factorize(n: int) -> List[int]` to solve the following problem:
Return list of prime factors of given integer in the order from smallest to largest.
Each of the factors should be listed number of times corresponding to how many times it appeares in factorization.
Input number should be equal to the product of all factors
>>> factorize(8)
[2, 2, 2]
>>> factorize(25)
[5, 5]
>>> factorize(70)
[2, 5, 7]","Write a Python function `fcatorize(n: int) -> List[int]` to solve the following problem:
Return list of prime factors of given integer in the order from smallst to largest.
Each of the factors should be listed number of times corresponding to how many times it appeares in factorization.
Input number should be equal to the product of all factors
>>> factorize(8)
[2, 2, 2]
>>> factorize(25)
[5, 5]
>>> factorize(70)
[2, 5, 7]"
code_generation_25,code_generation,bigcode/humanevalpack,25,surface_noise_high,high,3,35,0.08,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Write a Python function `factorize(n: int) -> List[int]` to solve the following problem:
Return list of prime factors of given integer in the order from smallest to largest.
Each of the factors should be listed number of times corresponding to how many times it appeares in factorization.
Input number should be equal to the product of all factors
>>> factorize(8)
[2, 2, 2]
>>> factorize(25)
[5, 5]
>>> factorize(70)
[2, 5, 7]","Write a Python function `factorize(n: int) -> sList[int]` to solve the following problem:
Return list of prime factors of given integer in the order from smallest to largest.
Each of the actors should be listed nmber of times corresponding to how many times it appeares in factorization.
Input number should be equal to the product of all factors
>>> factorize(8)
[2, 2, 2]
>>> factorize(25)
[5, 5]
>>> factorize(70)
[2, 5, 7]"
open_ended_writing_10208,open_ended_writing,tatsu-lab/alpaca,10208,surface_noise_low,low,1,7,0.0,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Identify and explain the four major ocean currents.

Input: Noinput","Instruction: Identify and explain the four major ocean currents.

Input: Nboinput"
open_ended_writing_10208,open_ended_writing,tatsu-lab/alpaca,10208,surface_noise_medium,medium,2,7,0.03,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Identify and explain the four major ocean currents.

Input: Noinput","Instruction: Idenitfy and explain the four major ocean currets.

Input: Noinput"
open_ended_writing_10208,open_ended_writing,tatsu-lab/alpaca,10208,surface_noise_high,high,3,7,0.08,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Identify and explain the four major ocean currents.

Input: Noinput","Instruction: Idnetify and explain the ofur major ocean currents.

Input: Noinpu"
open_ended_writing_45338,open_ended_writing,tatsu-lab/alpaca,45338,surface_noise_low,low,1,10,0.0,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Given a list and a value, find the index of the given value in the list.

Input: List: [3, 8, 10, 20], Value: 10","Instruction: Given a list and a value, find the indez of the given value in the list.

Input: List: [3, 8, 10, 20], Value: 10"
open_ended_writing_45338,open_ended_writing,tatsu-lab/alpaca,45338,surface_noise_medium,medium,2,10,0.03,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Given a list and a value, find the index of the given value in the list.

Input: List: [3, 8, 10, 20], Value: 10","Instruction: Givrn a list and a value, find the index of the given value in the list.

Input: List: [3, 8, 10, 20], Vale: 10"
open_ended_writing_45338,open_ended_writing,tatsu-lab/alpaca,45338,surface_noise_high,high,3,10,0.08,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Given a list and a value, find the index of the given value in the list.

Input: List: [3, 8, 10, 20], Value: 10","Instruction: Given a list and a value, fidn the index of the gien value in the likst.

Input: List: [3, 8, 10, 20], Value: 10"
open_ended_writing_11297,open_ended_writing,tatsu-lab/alpaca,11297,surface_noise_low,low,1,8,0.0,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Create a search engine query

Input: Find new resources for learning Spanish","Instruction: Create a earch engine query

Input: Find new resources for learning Spanish"
open_ended_writing_11297,open_ended_writing,tatsu-lab/alpaca,11297,surface_noise_medium,medium,2,8,0.03,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Create a search engine query

Input: Find new resources for learning Spanish","Instruction: Create a search engine query

Input: Fin new resources for learning Spaniish"
open_ended_writing_11297,open_ended_writing,tatsu-lab/alpaca,11297,surface_noise_high,high,3,8,0.08,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Create a search engine query

Input: Find new resources for learning Spanish","Instruction: Creaet a srarch engine query

Input: Find new resources for ldearning Spanish"
open_ended_writing_36102,open_ended_writing,tatsu-lab/alpaca,36102,surface_noise_low,low,1,10,0.0,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Classify the input as a praise or criticism

Input: ""You should have asked for help from your colleagues.""","Instruction: Classify the input as a praise or criticism

Input: ""You should have asked for help from your vcolleagues."""
open_ended_writing_36102,open_ended_writing,tatsu-lab/alpaca,36102,surface_noise_medium,medium,2,10,0.03,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Classify the input as a praise or criticism

Input: ""You should have asked for help from your colleagues.""","Instruction: Classify the input as a praise or criitcism

Input: ""You should hzave asked for help from your colleagues."""
open_ended_writing_36102,open_ended_writing,tatsu-lab/alpaca,36102,surface_noise_high,high,3,10,0.08,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Classify the input as a praise or criticism

Input: ""You should have asked for help from your colleagues.""","Instruction: Chlassify the input as a praise or criticism

Input: ""You should hvae asked for hel from your colleagues."""
open_ended_writing_16258,open_ended_writing,tatsu-lab/alpaca,16258,surface_noise_low,low,1,25,0.0,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Analyse the given data and identify any patterns.

Input: The following data represents the sale of a company's products over the past five years: Year 1: $10 million Year 2: $15 million Year 3: $14 million Year 4: $17 million Year 5: $18 million","Instruction: Analyse the given data and identify any patterns.

Input: The following data represents the sale of a company's products over the past fvie years: Year 1: $10 million Year 2: $15 million Year 3: $14 million Year 4: $17 million Year 5: $18 million"
open_ended_writing_16258,open_ended_writing,tatsu-lab/alpaca,16258,surface_noise_medium,medium,2,25,0.03,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Analyse the given data and identify any patterns.

Input: The following data represents the sale of a company's products over the past five years: Year 1: $10 million Year 2: $15 million Year 3: $14 million Year 4: $17 million Year 5: $18 million","Instruction: Analyse the goven data and identify any patterns.

Input: The following data represents the sale of a company's products over the past five years: Year 1: $10 million Year 2: $15 million Year 3: $14 million Year 4: $17 milloon Year 5: $18 million"
open_ended_writing_16258,open_ended_writing,tatsu-lab/alpaca,16258,surface_noise_high,high,3,25,0.08,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Analyse the given data and identify any patterns.

Input: The following data represents the sale of a company's products over the past five years: Year 1: $10 million Year 2: $15 million Year 3: $14 million Year 4: $17 million Year 5: $18 million","Instruction: Analyse the given data and identify any patterns.

Input: The following data represents the sale of a cdompany's products over the past five years: Year 1: $10 million Year 2: $15 million Year 3: $14 million Year 4: $17 millino Yera 5: $18 million"
open_ended_writing_35144,open_ended_writing,tatsu-lab/alpaca,35144,surface_noise_low,low,1,11,0.0,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Write a rhyming poem that summarizes the following article.

Input: The article is about the importance of trees.","Instruction: Write a rhyming poem that summarizes the following article.

Input: The article is about the importangce of trees."
open_ended_writing_35144,open_ended_writing,tatsu-lab/alpaca,35144,surface_noise_medium,medium,2,11,0.03,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Write a rhyming poem that summarizes the following article.

Input: The article is about the importance of trees.","Instruction: Write a rhyming opem tha summarizes the following article.

Input: The article is about the importance of trees."
open_ended_writing_35144,open_ended_writing,tatsu-lab/alpaca,35144,surface_noise_high,high,3,11,0.08,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Write a rhyming poem that summarizes the following article.

Input: The article is about the importance of trees.","Instruction: Write a rhyiming poem that ummarizes the following aritcle.

Input: The article is about the importance of trees."
open_ended_writing_10774,open_ended_writing,tatsu-lab/alpaca,10774,surface_noise_low,low,1,12,0.0,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Parse the given text to extract a list of all the nouns.

Input: The teacher asked the students to do their homework carefully.","Instruction: Parse the given text to extract a list of all the nouns.

Input: The teacher asked the students to do theor homework carefully."
open_ended_writing_10774,open_ended_writing,tatsu-lab/alpaca,10774,surface_noise_medium,medium,2,12,0.03,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Parse the given text to extract a list of all the nouns.

Input: The teacher asked the students to do their homework carefully.","Instruction: Parse the given text to extract a list of all the nouns.

Input: The teacher asked the studrnts to do their jomework carefully."
open_ended_writing_10774,open_ended_writing,tatsu-lab/alpaca,10774,surface_noise_high,high,3,12,0.08,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Parse the given text to extract a list of all the nouns.

Input: The teacher asked the students to do their homework carefully.","Instruction: Parse the given text to zextract a list of all the nouns.

Input: The teache asked the students to do theor homework carefully."
open_ended_writing_50246,open_ended_writing,tatsu-lab/alpaca,50246,surface_noise_low,low,1,15,0.0,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Summarize the main idea of the following article Input: https://domoregood.org/2020/07/02/green-business-returns/

Input: https://domoregood.org/2020/07/02/green-business-returns/","Instruction: Summarize the main idea of the following article Input: https://domoregood.org/2020/07/02/green-business-returns/

Input: htyps://domoregood.org/2020/07/02/green-business-returns/"
open_ended_writing_50246,open_ended_writing,tatsu-lab/alpaca,50246,surface_noise_medium,medium,2,15,0.03,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Summarize the main idea of the following article Input: https://domoregood.org/2020/07/02/green-business-returns/

Input: https://domoregood.org/2020/07/02/green-business-returns/","Instruction: Summarize the main idea of the following article Input: https://domoregod.org/2020/07/02/green-business-returns/

Input: htts://domoregood.org/2020/07/02/green-business-returns/"
open_ended_writing_50246,open_ended_writing,tatsu-lab/alpaca,50246,surface_noise_high,high,3,15,0.08,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Summarize the main idea of the following article Input: https://domoregood.org/2020/07/02/green-business-returns/

Input: https://domoregood.org/2020/07/02/green-business-returns/","Instruction: Sumamrize the main idea of the following article Input: htpts://domoregood.org/2020/07/02/green-business-returns/

Input: https://domoregood.org/2020/07/02/green-business-retursn/"
open_ended_writing_34294,open_ended_writing,tatsu-lab/alpaca,34294,surface_noise_low,low,1,10,0.0,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Create a Python function which reverses the characters in a string.

Input: String = ""Hello World""","Instruction: Create a Python funtion which reverses the characters in a string.

Input: String = ""Hello World"""
open_ended_writing_34294,open_ended_writing,tatsu-lab/alpaca,34294,surface_noise_medium,medium,2,10,0.03,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Create a Python function which reverses the characters in a string.

Input: String = ""Hello World""","Instruction: Create a Python function wjich reverses the characters in a string.

Input: String = ""Hello Wordl"""
open_ended_writing_34294,open_ended_writing,tatsu-lab/alpaca,34294,surface_noise_high,high,3,10,0.08,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Create a Python function which reverses the characters in a string.

Input: String = ""Hello World""","Instruction: Create a Python function which rveerses the characters in a string.

Input: String = ""Hello Wordl"""
open_ended_writing_35341,open_ended_writing,tatsu-lab/alpaca,35341,surface_noise_low,low,1,9,0.0,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Compose a new version of this sentence using active voice.

Input: The painting was completed by him.","Instruction: Compose a new vesion of this sentence using active voice.

Input: The painting was completed by him."
open_ended_writing_35341,open_ended_writing,tatsu-lab/alpaca,35341,surface_noise_medium,medium,2,9,0.03,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Compose a new version of this sentence using active voice.

Input: The painting was completed by him.","Instruction: Cmopose a new version of this sentence using active voice.

Input: The paintnig was completed by him."
open_ended_writing_35341,open_ended_writing,tatsu-lab/alpaca,35341,surface_noise_high,high,3,9,0.08,rule_based_posix_spelling_error_intensity,Reference 3 POSIX spelling-error operations; Reference 1 PromptRobust character-level perturbations,pending_manual_check,"Instruction: Compose a new version of this sentence using active voice.

Input: The painting was completed by him.","Instruction: Compose a new version of thos senence using active wvoice.

Input: The painting was completed by him."
