item_id,task_type,dataset_name,n_outputs,n_pairs,mean_within_prompt_similarity,sampling_noise_drift,similarity_metric
factual_qa_4702,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4928,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5262,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5271,factual_qa,rajpurkar/squad_v2,5,10,0.942487,0.057513,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5298,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5338,factual_qa,rajpurkar/squad_v2,5,10,0.994423,0.005577,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5359,factual_qa,rajpurkar/squad_v2,5,10,0.943502,0.056498,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5441,factual_qa,rajpurkar/squad_v2,5,10,0.951107,0.048893,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5525,factual_qa,rajpurkar/squad_v2,5,10,0.865402,0.134598,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5646,factual_qa,rajpurkar/squad_v2,5,10,0.918151,0.081849,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6116,factual_qa,rajpurkar/squad_v2,5,10,0.908003,0.091997,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6353,factual_qa,rajpurkar/squad_v2,5,10,0.931762,0.068238,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6407,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6442,factual_qa,rajpurkar/squad_v2,5,10,0.934981,0.065019,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6460,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6578,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6595,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6783,factual_qa,rajpurkar/squad_v2,5,10,0.980901,0.019099,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6819,factual_qa,rajpurkar/squad_v2,5,10,0.959413,0.040587,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6833,factual_qa,rajpurkar/squad_v2,5,10,0.960704,0.039296,sentence-transformers/all-MiniLM-L6-v2
factual_qa_684,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6848,factual_qa,rajpurkar/squad_v2,5,10,0.982313,0.017687,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6850,factual_qa,rajpurkar/squad_v2,5,10,0.955819,0.044181,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7048,factual_qa,rajpurkar/squad_v2,5,10,0.929723,0.070277,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7118,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7187,factual_qa,rajpurkar/squad_v2,5,10,0.953625,0.046375,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7188,factual_qa,rajpurkar/squad_v2,5,10,0.901787,0.098213,sentence-transformers/all-MiniLM-L6-v2
factual_qa_720,factual_qa,rajpurkar/squad_v2,5,10,0.977539,0.022461,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7298,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7352,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7457,factual_qa,rajpurkar/squad_v2,5,10,0.912203,0.087797,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7525,factual_qa,rajpurkar/squad_v2,5,10,0.934328,0.065672,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7553,factual_qa,rajpurkar/squad_v2,5,10,0.9877,0.0123,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7603,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7612,factual_qa,rajpurkar/squad_v2,5,10,0.95322,0.04678,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7652,factual_qa,rajpurkar/squad_v2,5,10,0.960642,0.039358,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7672,factual_qa,rajpurkar/squad_v2,5,10,0.95323,0.04677,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7699,factual_qa,rajpurkar/squad_v2,5,10,0.938513,0.061487,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7791,factual_qa,rajpurkar/squad_v2,5,10,0.99973,0.00027,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7854,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7989,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_800,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8049,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8077,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_808,factual_qa,rajpurkar/squad_v2,5,10,0.997654,0.002346,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8080,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8164,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8174,factual_qa,rajpurkar/squad_v2,5,10,0.979772,0.020228,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8201,factual_qa,rajpurkar/squad_v2,5,10,0.994191,0.005809,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8226,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8302,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8326,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8355,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_836,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8365,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_837,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8460,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8650,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8707,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8751,factual_qa,rajpurkar/squad_v2,5,10,0.93829,0.06171,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8780,factual_qa,rajpurkar/squad_v2,5,10,0.957159,0.042841,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8867,factual_qa,rajpurkar/squad_v2,5,10,0.986946,0.013054,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8989,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8998,factual_qa,rajpurkar/squad_v2,5,10,0.993401,0.006599,sentence-transformers/all-MiniLM-L6-v2
factual_qa_919,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_9228,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_939,factual_qa,rajpurkar/squad_v2,5,10,0.992801,0.007199,sentence-transformers/all-MiniLM-L6-v2
factual_qa_9476,factual_qa,rajpurkar/squad_v2,5,10,0.984336,0.015664,sentence-transformers/all-MiniLM-L6-v2
factual_qa_9646,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_9760,factual_qa,rajpurkar/squad_v2,5,10,1.0,-0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_9814,factual_qa,rajpurkar/squad_v2,5,10,0.91723,0.08277,sentence-transformers/all-MiniLM-L6-v2
factual_qa_9835,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_9960,factual_qa,rajpurkar/squad_v2,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10051,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.936568,0.063432,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10367,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.992085,0.007915,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10456,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.991623,0.008377,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10521,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.952218,0.047782,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10530,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.951588,0.048412,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10539,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.979303,0.020697,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10586,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.944529,0.055471,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_1062,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.904534,0.095466,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10682,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.96521,0.03479,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_10926,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.948786,0.051214,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11000,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.986354,0.013646,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11055,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.956668,0.043332,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11080,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.944281,0.055719,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11086,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.868829,0.131171,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_1121,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.955122,0.044878,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11227,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.949568,0.050432,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11237,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.975774,0.024226,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11297,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.980055,0.019945,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11319,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.904341,0.095659,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11390,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.966265,0.033735,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11625,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.784677,0.215323,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11685,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.985555,0.014445,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11759,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.954365,0.045635,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_1176,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.989135,0.010865,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11776,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.960012,0.039988,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_11854,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.985217,0.014783,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_1309,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.976891,0.023109,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_1408,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.918678,0.081322,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_1431,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.897702,0.102298,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_1505,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.979142,0.020858,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_1600,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.924134,0.075866,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_1650,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.984701,0.015299,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_1683,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.890981,0.109019,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_1864,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.980798,0.019202,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_190,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.972824,0.027176,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2166,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.841558,0.158442,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2258,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,1.0,0.0,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2325,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.876697,0.123303,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2490,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.945093,0.054907,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2551,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.965578,0.034422,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2652,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.934077,0.065923,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2817,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.989115,0.010885,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2832,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.874907,0.125093,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2873,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.952762,0.047238,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2888,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.962447,0.037553,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_2891,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.86848,0.13152,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3012,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.962677,0.037323,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3048,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.97298,0.02702,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3150,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.885602,0.114398,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3152,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.993732,0.006268,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3167,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.957057,0.042943,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3236,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.963224,0.036776,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3251,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.991696,0.008304,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3265,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.995582,0.004418,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3336,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.859606,0.140394,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3374,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.853451,0.146549,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_338,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.949892,0.050108,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3402,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.925086,0.074914,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3634,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.986925,0.013075,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3715,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.999708,0.000292,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3822,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.940298,0.059702,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_3886,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.904184,0.095816,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4126,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.915447,0.084553,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4227,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.950849,0.049151,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4387,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.973295,0.026705,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4442,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.948993,0.051007,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4443,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.981151,0.018849,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4506,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.721827,0.278173,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4531,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.959954,0.040046,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4614,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.969592,0.030408,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_467,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.964073,0.035927,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4752,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.979904,0.020096,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_476,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.91102,0.08898,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4807,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.869501,0.130499,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4831,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.916787,0.083213,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4880,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.90036,0.09964,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4896,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.93928,0.06072,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4913,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.85443,0.14557,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_4965,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.98305,0.01695,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5038,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.931337,0.068663,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5201,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.981013,0.018987,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5281,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.953347,0.046653,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5408,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.960934,0.039066,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5497,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.995713,0.004287,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5587,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.981169,0.018831,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5594,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.967718,0.032282,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5616,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.879883,0.120117,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_565,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.916479,0.083521,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5690,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.958896,0.041104,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5734,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.917158,0.082842,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5749,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.895733,0.104267,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5767,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.985892,0.014108,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5847,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.954318,0.045682,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_5912,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.996836,0.003164,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_6146,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.934291,0.065709,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_6164,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.922333,0.077667,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_6228,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.977619,0.022381,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_6288,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.976668,0.023332,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_6580,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.801483,0.198517,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_6708,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.966655,0.033345,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_6711,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.952276,0.047724,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_6731,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.980871,0.019129,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_6733,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.881556,0.118444,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_6739,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.951423,0.048577,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_6746,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.980227,0.019773,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_6748,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.998675,0.001325,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_6766,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.942415,0.057585,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_6807,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.96574,0.03426,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_6895,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.949379,0.050621,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_7018,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.878309,0.121691,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_7036,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.87001,0.12999,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_7143,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.887513,0.112487,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_7148,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.916647,0.083353,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_7313,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.883947,0.116053,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_7372,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.951014,0.048986,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_7390,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.969001,0.030999,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_7393,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.915773,0.084227,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_7480,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.991904,0.008096,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_7546,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.971158,0.028842,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_7857,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.971214,0.028786,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_8004,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.975975,0.024025,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_8114,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.844131,0.155869,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_8216,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.938153,0.061847,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_8247,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.978878,0.021122,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_8261,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.953786,0.046214,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_8592,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.984106,0.015894,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_8764,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.927046,0.072954,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_8936,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.937333,0.062667,sentence-transformers/all-MiniLM-L6-v2
math_reasoning_8968,math_reasoning,nlile/hendrycks-MATH-benchmark,5,10,0.955274,0.044726,sentence-transformers/all-MiniLM-L6-v2
