item_id,task_type,perturbation_type,n_original_outputs,n_perturbed_outputs,baseline_similarity,perturbation_similarity,uncorrected_drift,noise_corrected_drift,similarity_metric
code_generation_145,code_generation,surface_noise,5,5,0.931755,0.88543,0.11457,0.046325,sentence-transformers/all-MiniLM-L6-v2
code_generation_146,code_generation,surface_noise,5,5,0.952868,0.608243,0.391757,0.344625,sentence-transformers/all-MiniLM-L6-v2
code_generation_15,code_generation,surface_noise,5,5,1.0,1.0,-0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
code_generation_153,code_generation,surface_noise,5,5,0.987754,0.982147,0.017853,0.005607,sentence-transformers/all-MiniLM-L6-v2
code_generation_157,code_generation,surface_noise,5,5,0.948622,0.939768,0.060232,0.008854,sentence-transformers/all-MiniLM-L6-v2
code_generation_17,code_generation,surface_noise,5,5,0.948478,0.92095,0.07905,0.027529,sentence-transformers/all-MiniLM-L6-v2
code_generation_18,code_generation,surface_noise,5,5,0.989709,0.983112,0.016888,0.006597,sentence-transformers/all-MiniLM-L6-v2
code_generation_24,code_generation,surface_noise,5,5,0.957165,0.935868,0.064132,0.021296,sentence-transformers/all-MiniLM-L6-v2
code_generation_25,code_generation,surface_noise,5,5,0.979728,0.985164,0.014836,-0.005436,sentence-transformers/all-MiniLM-L6-v2
code_generation_26,code_generation,surface_noise,5,5,0.990566,0.98787,0.01213,0.002695,sentence-transformers/all-MiniLM-L6-v2
code_generation_28,code_generation,surface_noise,5,5,0.977159,0.988579,0.011421,-0.011421,sentence-transformers/all-MiniLM-L6-v2
code_generation_31,code_generation,surface_noise,5,5,0.983808,0.983446,0.016554,0.000362,sentence-transformers/all-MiniLM-L6-v2
code_generation_32,code_generation,surface_noise,5,5,0.897836,0.856623,0.143377,0.041213,sentence-transformers/all-MiniLM-L6-v2
code_generation_33,code_generation,surface_noise,5,5,0.961786,0.980037,0.019963,-0.018251,sentence-transformers/all-MiniLM-L6-v2
code_generation_34,code_generation,surface_noise,5,5,0.998333,0.990787,0.009213,0.007546,sentence-transformers/all-MiniLM-L6-v2
code_generation_35,code_generation,surface_noise,5,5,0.994826,0.936421,0.063579,0.058405,sentence-transformers/all-MiniLM-L6-v2
code_generation_37,code_generation,surface_noise,5,5,0.873782,0.826362,0.173638,0.04742,sentence-transformers/all-MiniLM-L6-v2
code_generation_38,code_generation,surface_noise,5,5,0.936898,0.927166,0.072834,0.009732,sentence-transformers/all-MiniLM-L6-v2
code_generation_40,code_generation,surface_noise,5,5,0.996137,0.996336,0.003664,-0.000199,sentence-transformers/all-MiniLM-L6-v2
code_generation_44,code_generation,surface_noise,5,5,0.937858,0.950988,0.049012,-0.01313,sentence-transformers/all-MiniLM-L6-v2
code_generation_48,code_generation,surface_noise,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
code_generation_49,code_generation,surface_noise,5,5,0.976302,0.96335,0.03665,0.012953,sentence-transformers/all-MiniLM-L6-v2
code_generation_60,code_generation,surface_noise,5,5,0.995718,0.995124,0.004876,0.000594,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,surface_noise,5,5,0.980264,0.980523,0.019477,-0.000259,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,surface_noise,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,surface_noise,5,5,1.0,0.990203,0.009797,0.009797,sentence-transformers/all-MiniLM-L6-v2
code_generation_71,code_generation,surface_noise,5,5,0.987407,0.984728,0.015272,0.002679,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,surface_noise,5,5,0.945642,0.854441,0.145559,0.091201,sentence-transformers/all-MiniLM-L6-v2
code_generation_78,code_generation,surface_noise,5,5,0.943326,0.926402,0.073598,0.016924,sentence-transformers/all-MiniLM-L6-v2
code_generation_82,code_generation,surface_noise,5,5,0.946464,0.941138,0.058862,0.005325,sentence-transformers/all-MiniLM-L6-v2
code_generation_83,code_generation,surface_noise,5,5,0.939959,0.903213,0.096787,0.036746,sentence-transformers/all-MiniLM-L6-v2
code_generation_85,code_generation,surface_noise,5,5,0.90868,0.947149,0.052851,-0.038469,sentence-transformers/all-MiniLM-L6-v2
code_generation_92,code_generation,surface_noise,5,5,0.986251,0.982285,0.017715,0.003966,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10038,factual_qa,context_injection,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10197,factual_qa,context_injection,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10550,factual_qa,context_injection,5,5,0.950215,0.919328,0.080672,0.030886,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10779,factual_qa,context_injection,5,5,1.0,0.992927,0.007073,0.007073,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10908,factual_qa,context_injection,5,5,0.931115,0.933701,0.066299,-0.002586,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11075,factual_qa,context_injection,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11262,factual_qa,context_injection,5,5,0.977875,0.988938,0.011062,-0.011063,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11313,factual_qa,context_injection,5,5,0.983856,0.989135,0.010865,-0.005279,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11559,factual_qa,context_injection,5,5,0.961117,0.959634,0.040366,0.001483,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11773,factual_qa,context_injection,5,5,0.956273,0.946785,0.053215,0.009488,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1292,factual_qa,context_injection,5,5,0.973227,0.986613,0.013387,-0.013387,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1302,factual_qa,context_injection,5,5,0.993259,0.806704,0.193296,0.186555,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1601,factual_qa,context_injection,5,5,0.999761,0.999737,0.000263,2.4e-05,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2022,factual_qa,context_injection,5,5,1.0,0.987021,0.012979,0.012979,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2289,factual_qa,context_injection,5,5,0.935086,0.951233,0.048767,-0.016147,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2682,factual_qa,context_injection,5,5,0.994541,0.992903,0.007097,0.001638,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3095,factual_qa,context_injection,5,5,0.94712,0.94035,0.05965,0.00677,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3135,factual_qa,context_injection,5,5,0.7778,0.815317,0.184683,-0.037517,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3339,factual_qa,context_injection,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3373,factual_qa,context_injection,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3740,factual_qa,context_injection,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3976,factual_qa,context_injection,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4029,factual_qa,context_injection,5,5,0.997921,0.997713,0.002287,0.000208,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4277,factual_qa,context_injection,5,5,1.0,0.960091,0.039909,0.039909,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5271,factual_qa,context_injection,5,5,0.942487,0.879549,0.120451,0.062938,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5359,factual_qa,context_injection,5,5,0.943502,0.953805,0.046195,-0.010303,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5525,factual_qa,context_injection,5,5,0.865402,0.871868,0.128132,-0.006466,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6353,factual_qa,context_injection,5,5,0.931762,0.945108,0.054892,-0.013346,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6442,factual_qa,context_injection,5,5,0.934981,0.96568,0.03432,-0.030699,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6460,factual_qa,context_injection,5,5,1.0,0.698605,0.301395,0.301395,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6578,factual_qa,context_injection,5,5,1.0,1.0,-0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6819,factual_qa,context_injection,5,5,0.959413,0.979707,0.020293,-0.020293,sentence-transformers/all-MiniLM-L6-v2
factual_qa_684,factual_qa,context_injection,5,5,1.0,0.817042,0.182958,0.182958,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7048,factual_qa,context_injection,5,5,0.929723,0.897163,0.102837,0.032561,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7187,factual_qa,context_injection,5,5,0.953625,0.952926,0.047074,0.000699,sentence-transformers/all-MiniLM-L6-v2
factual_qa_720,factual_qa,context_injection,5,5,0.977539,0.985637,0.014363,-0.008097,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7525,factual_qa,context_injection,5,5,0.934328,0.9062,0.0938,0.028129,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7699,factual_qa,context_injection,5,5,0.938513,0.926022,0.073978,0.012491,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7854,factual_qa,context_injection,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7989,factual_qa,context_injection,5,5,1.0,1.0,-0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_800,factual_qa,context_injection,5,5,1.0,0.786396,0.213604,0.213604,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8049,factual_qa,context_injection,5,5,1.0,1.0,-0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8077,factual_qa,context_injection,5,5,1.0,0.992929,0.007071,0.007071,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8164,factual_qa,context_injection,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8302,factual_qa,context_injection,5,5,1.0,1.0,-0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8326,factual_qa,context_injection,5,5,1.0,0.999806,0.000194,0.000194,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8650,factual_qa,context_injection,5,5,1.0,1.0,-0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8989,factual_qa,context_injection,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_919,factual_qa,context_injection,5,5,1.0,1.0,-0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_9228,factual_qa,context_injection,5,5,1.0,0.982935,0.017065,0.017065,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10038,factual_qa,formatting_changes,5,5,1.0,0.942643,0.057357,0.057357,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10197,factual_qa,formatting_changes,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10550,factual_qa,formatting_changes,5,5,0.950215,0.946573,0.053427,0.003642,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10779,factual_qa,formatting_changes,5,5,1.0,0.979119,0.020881,0.020881,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10908,factual_qa,formatting_changes,5,5,0.931115,0.944039,0.055961,-0.012925,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11075,factual_qa,formatting_changes,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11262,factual_qa,formatting_changes,5,5,0.977875,0.988938,0.011062,-0.011063,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11313,factual_qa,formatting_changes,5,5,0.983856,0.989074,0.010926,-0.005218,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11559,factual_qa,formatting_changes,5,5,0.961117,0.961804,0.038196,-0.000687,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11773,factual_qa,formatting_changes,5,5,0.956273,0.966631,0.033369,-0.010358,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1292,factual_qa,formatting_changes,5,5,0.973227,0.970549,0.029451,0.002677,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1302,factual_qa,formatting_changes,5,5,0.993259,0.958256,0.041744,0.035004,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1601,factual_qa,formatting_changes,5,5,0.999761,0.999808,0.000192,-4.8e-05,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2022,factual_qa,formatting_changes,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2289,factual_qa,formatting_changes,5,5,0.935086,0.940844,0.059156,-0.005758,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2682,factual_qa,formatting_changes,5,5,0.994541,0.993623,0.006377,0.000918,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3095,factual_qa,formatting_changes,5,5,0.94712,0.944805,0.055195,0.002315,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3135,factual_qa,formatting_changes,5,5,0.7778,0.791305,0.208695,-0.013505,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3339,factual_qa,formatting_changes,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3373,factual_qa,formatting_changes,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3740,factual_qa,formatting_changes,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3976,factual_qa,formatting_changes,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4029,factual_qa,formatting_changes,5,5,0.997921,0.997089,0.002911,0.000832,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4277,factual_qa,formatting_changes,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5271,factual_qa,formatting_changes,5,5,0.942487,0.920399,0.079601,0.022088,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5359,factual_qa,formatting_changes,5,5,0.943502,0.931182,0.068818,0.01232,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5525,factual_qa,formatting_changes,5,5,0.865402,0.883741,0.116259,-0.018339,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6353,factual_qa,formatting_changes,5,5,0.931762,0.952953,0.047047,-0.021191,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6442,factual_qa,formatting_changes,5,5,0.934981,0.965588,0.034412,-0.030607,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6460,factual_qa,formatting_changes,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6578,factual_qa,formatting_changes,5,5,1.0,1.0,-0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6819,factual_qa,formatting_changes,5,5,0.959413,0.979707,0.020293,-0.020293,sentence-transformers/all-MiniLM-L6-v2
factual_qa_684,factual_qa,formatting_changes,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7048,factual_qa,formatting_changes,5,5,0.929723,0.920556,0.079444,0.009167,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7187,factual_qa,formatting_changes,5,5,0.953625,0.976813,0.023187,-0.023187,sentence-transformers/all-MiniLM-L6-v2
factual_qa_720,factual_qa,formatting_changes,5,5,0.977539,0.913772,0.086228,0.063767,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7525,factual_qa,formatting_changes,5,5,0.934328,0.912916,0.087084,0.021412,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7699,factual_qa,formatting_changes,5,5,0.938513,0.953058,0.046942,-0.014545,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7854,factual_qa,formatting_changes,5,5,1.0,0.97785,0.02215,0.02215,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7989,factual_qa,formatting_changes,5,5,1.0,1.0,-0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_800,factual_qa,formatting_changes,5,5,1.0,0.957279,0.042721,0.042721,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8049,factual_qa,formatting_changes,5,5,1.0,1.0,-0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8077,factual_qa,formatting_changes,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8164,factual_qa,formatting_changes,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8302,factual_qa,formatting_changes,5,5,1.0,0.943248,0.056752,0.056752,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8326,factual_qa,formatting_changes,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8650,factual_qa,formatting_changes,5,5,1.0,1.0,-0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8989,factual_qa,formatting_changes,5,5,1.0,0.917201,0.082799,0.082799,sentence-transformers/all-MiniLM-L6-v2
factual_qa_919,factual_qa,formatting_changes,5,5,1.0,1.0,-0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_9228,factual_qa,formatting_changes,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10038,factual_qa,paraphrasing,5,5,1.0,0.743112,0.256888,0.256888,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10197,factual_qa,paraphrasing,5,5,1.0,0.915617,0.084383,0.084383,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10550,factual_qa,paraphrasing,5,5,0.950215,0.806676,0.193324,0.143539,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10779,factual_qa,paraphrasing,5,5,1.0,0.919352,0.080648,0.080648,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10908,factual_qa,paraphrasing,5,5,0.931115,0.870831,0.129169,0.060284,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11075,factual_qa,paraphrasing,5,5,1.0,0.980109,0.019891,0.019892,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11262,factual_qa,paraphrasing,5,5,0.977875,0.974495,0.025505,0.00338,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11313,factual_qa,paraphrasing,5,5,0.983856,0.842771,0.157229,0.141085,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11559,factual_qa,paraphrasing,5,5,0.961117,0.863815,0.136185,0.097301,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11773,factual_qa,paraphrasing,5,5,0.956274,0.917397,0.082603,0.038877,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1292,factual_qa,paraphrasing,5,5,0.973227,0.968664,0.031336,0.004563,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1302,factual_qa,paraphrasing,5,5,0.993259,0.770727,0.229273,0.222532,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1601,factual_qa,paraphrasing,5,5,0.999761,0.627784,0.372216,0.371976,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2022,factual_qa,paraphrasing,5,5,1.0,0.724176,0.275824,0.275824,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2289,factual_qa,paraphrasing,5,5,0.935086,0.893519,0.106481,0.041567,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2682,factual_qa,paraphrasing,5,5,0.994541,0.985492,0.014508,0.009049,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3095,factual_qa,paraphrasing,5,5,0.94712,0.901577,0.098423,0.045543,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3135,factual_qa,paraphrasing,5,5,0.7778,0.797131,0.202869,-0.019331,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3339,factual_qa,paraphrasing,5,5,1.0,0.419879,0.580121,0.580121,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3373,factual_qa,paraphrasing,5,5,1.0,0.951227,0.048773,0.048773,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3740,factual_qa,paraphrasing,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3976,factual_qa,paraphrasing,5,5,1.0,0.922289,0.077711,0.077711,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4029,factual_qa,paraphrasing,5,5,0.997921,0.968511,0.031489,0.02941,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4277,factual_qa,paraphrasing,5,5,1.0,0.821339,0.178661,0.178662,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5271,factual_qa,paraphrasing,5,5,0.942487,0.921577,0.078423,0.02091,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5359,factual_qa,paraphrasing,5,5,0.943502,0.908693,0.091307,0.034809,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5525,factual_qa,paraphrasing,5,5,0.865402,0.658584,0.341416,0.206819,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6353,factual_qa,paraphrasing,5,5,0.931762,0.892831,0.107169,0.038932,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6442,factual_qa,paraphrasing,5,5,0.934981,0.772221,0.227779,0.16276,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6460,factual_qa,paraphrasing,5,5,1.0,0.92569,0.07431,0.07431,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6578,factual_qa,paraphrasing,5,5,1.0,0.6306,0.3694,0.3694,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6819,factual_qa,paraphrasing,5,5,0.959413,0.746157,0.253843,0.213256,sentence-transformers/all-MiniLM-L6-v2
factual_qa_684,factual_qa,paraphrasing,5,5,1.0,0.658911,0.341089,0.341089,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7048,factual_qa,paraphrasing,5,5,0.929723,0.770803,0.229197,0.158921,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7187,factual_qa,paraphrasing,5,5,0.953625,0.671685,0.328315,0.281941,sentence-transformers/all-MiniLM-L6-v2
factual_qa_720,factual_qa,paraphrasing,5,5,0.977539,0.875651,0.124349,0.101888,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7525,factual_qa,paraphrasing,5,5,0.934328,0.880778,0.119222,0.053551,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7699,factual_qa,paraphrasing,5,5,0.938513,0.743143,0.256857,0.19537,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7854,factual_qa,paraphrasing,5,5,1.0,0.936137,0.063863,0.063863,sentence-transformers/all-MiniLM-L6-v2
factual_qa_7989,factual_qa,paraphrasing,5,5,1.0,0.855617,0.144383,0.144384,sentence-transformers/all-MiniLM-L6-v2
factual_qa_800,factual_qa,paraphrasing,5,5,1.0,0.756852,0.243148,0.243148,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8049,factual_qa,paraphrasing,5,5,1.0,0.901442,0.098558,0.098558,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8077,factual_qa,paraphrasing,5,5,1.0,0.919542,0.080458,0.080458,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8164,factual_qa,paraphrasing,5,5,1.0,0.947646,0.052354,0.052354,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8302,factual_qa,paraphrasing,5,5,1.0,0.819268,0.180732,0.180732,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8326,factual_qa,paraphrasing,5,5,1.0,0.779275,0.220725,0.220725,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8650,factual_qa,paraphrasing,5,5,1.0,0.788876,0.211124,0.211124,sentence-transformers/all-MiniLM-L6-v2
factual_qa_8989,factual_qa,paraphrasing,5,5,1.0,0.971424,0.028576,0.028576,sentence-transformers/all-MiniLM-L6-v2
factual_qa_919,factual_qa,paraphrasing,5,5,1.0,0.899944,0.100056,0.100056,sentence-transformers/all-MiniLM-L6-v2
factual_qa_9228,factual_qa,paraphrasing,5,5,1.0,0.914673,0.085327,0.085327,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10038,factual_qa,reordering,5,5,1.0,0.864192,0.135808,0.135808,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10197,factual_qa,reordering,5,5,1.0,0.980597,0.019403,0.019403,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10550,factual_qa,reordering,5,5,0.950215,0.93398,0.06602,0.016234,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10779,factual_qa,reordering,5,5,1.0,0.974422,0.025578,0.025578,sentence-transformers/all-MiniLM-L6-v2
factual_qa_10908,factual_qa,reordering,5,5,0.931115,0.933192,0.066808,-0.002077,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11075,factual_qa,reordering,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11262,factual_qa,reordering,5,5,0.977875,0.985426,0.014574,-0.007552,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11313,factual_qa,reordering,5,5,0.983856,0.964534,0.035466,0.019322,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11559,factual_qa,reordering,5,5,0.961117,0.884537,0.115463,0.07658,sentence-transformers/all-MiniLM-L6-v2
factual_qa_11773,factual_qa,reordering,5,5,0.956273,0.923191,0.076809,0.033083,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1292,factual_qa,reordering,5,5,0.973227,0.943397,0.056603,0.029829,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1302,factual_qa,reordering,5,5,0.993259,0.805172,0.194828,0.188087,sentence-transformers/all-MiniLM-L6-v2
factual_qa_1601,factual_qa,reordering,5,5,0.999761,0.958131,0.041869,0.041629,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2022,factual_qa,reordering,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2289,factual_qa,reordering,5,5,0.935086,0.907426,0.092574,0.02766,sentence-transformers/all-MiniLM-L6-v2
factual_qa_2682,factual_qa,reordering,5,5,0.994541,0.975038,0.024962,0.019503,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3095,factual_qa,reordering,5,5,0.94712,0.933949,0.066051,0.013172,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3135,factual_qa,reordering,5,5,0.7778,0.723639,0.276361,0.054161,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3339,factual_qa,reordering,5,5,1.0,0.26241,0.73759,0.73759,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3373,factual_qa,reordering,5,5,1.0,0.99524,0.00476,0.00476,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3740,factual_qa,reordering,5,5,1.0,0.916713,0.083287,0.083287,sentence-transformers/all-MiniLM-L6-v2
factual_qa_3976,factual_qa,reordering,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4029,factual_qa,reordering,5,5,0.997921,0.99896,0.00104,-0.00104,sentence-transformers/all-MiniLM-L6-v2
factual_qa_4277,factual_qa,reordering,5,5,1.0,1.0,0.0,0.0,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5271,factual_qa,reordering,5,5,0.942487,0.89847,0.10153,0.044017,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5359,factual_qa,reordering,5,5,0.943502,0.917823,0.082177,0.025679,sentence-transformers/all-MiniLM-L6-v2
factual_qa_5525,factual_qa,reordering,5,5,0.865402,0.88851,0.11149,-0.023107,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6353,factual_qa,reordering,5,5,0.931762,0.819193,0.180807,0.11257,sentence-transformers/all-MiniLM-L6-v2
factual_qa_6442,factual_qa,reordering,5,5,0.934981,0.869874,0.130126,0.065107,sentence-transformers/all-MiniLM-L6-v2
