item_id,task_type,perturbation_type,similarity,perturbed_performance,original_performance,correctness_retention,absolute_performance_change,pdr,similarity_metric
code_generation_5,code_generation,formatting_changes,0.925593,0.400000,1.000000,0.400000,0.600000,0.600000,sentence-transformers/all-MiniLM-L6-v2
code_generation_5,code_generation,paraphrasing,0.919450,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_5,code_generation,reordering,0.924692,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_5,code_generation,surface_noise,0.938726,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_50,code_generation,context_injection,0.897958,0.000000,0.000000,,0.000000,,sentence-transformers/all-MiniLM-L6-v2
code_generation_50,code_generation,formatting_changes,0.932796,0.000000,0.000000,,0.000000,,sentence-transformers/all-MiniLM-L6-v2
code_generation_50,code_generation,paraphrasing,0.935938,0.000000,0.000000,,0.000000,,sentence-transformers/all-MiniLM-L6-v2
code_generation_50,code_generation,reordering,0.938214,0.000000,0.000000,,0.000000,,sentence-transformers/all-MiniLM-L6-v2
code_generation_50,code_generation,surface_noise,0.944146,0.000000,0.000000,,0.000000,,sentence-transformers/all-MiniLM-L6-v2
code_generation_51,code_generation,context_injection,0.897788,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_51,code_generation,formatting_changes,0.976610,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_51,code_generation,paraphrasing,0.919884,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_51,code_generation,reordering,0.897788,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_51,code_generation,surface_noise,0.992579,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_52,code_generation,context_injection,0.999521,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_52,code_generation,formatting_changes,0.999737,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_52,code_generation,paraphrasing,0.978552,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_52,code_generation,reordering,0.999737,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_52,code_generation,surface_noise,0.999093,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_53,code_generation,context_injection,0.949855,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_53,code_generation,formatting_changes,0.961263,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_53,code_generation,paraphrasing,0.981815,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_53,code_generation,reordering,0.981815,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_53,code_generation,surface_noise,0.959992,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_54,code_generation,context_injection,0.951342,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_54,code_generation,formatting_changes,0.951083,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_54,code_generation,paraphrasing,0.918736,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_54,code_generation,reordering,0.930655,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_54,code_generation,surface_noise,0.950429,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_55,code_generation,context_injection,0.930811,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_55,code_generation,formatting_changes,0.929819,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_55,code_generation,paraphrasing,0.908430,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_55,code_generation,reordering,0.848069,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_55,code_generation,surface_noise,0.911174,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_56,code_generation,context_injection,0.964104,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_56,code_generation,formatting_changes,0.970364,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_56,code_generation,paraphrasing,0.948517,0.000000,1.000000,0.000000,1.000000,1.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_56,code_generation,reordering,0.896703,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_56,code_generation,surface_noise,0.998632,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_57,code_generation,context_injection,0.988573,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_57,code_generation,formatting_changes,0.991923,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_57,code_generation,paraphrasing,0.987132,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_57,code_generation,reordering,0.974330,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_57,code_generation,surface_noise,0.991147,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_58,code_generation,context_injection,0.971366,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_58,code_generation,formatting_changes,0.996948,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_58,code_generation,paraphrasing,0.931302,0.000000,1.000000,0.000000,1.000000,1.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_58,code_generation,reordering,0.994802,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_58,code_generation,surface_noise,0.995116,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_59,code_generation,context_injection,0.907461,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_59,code_generation,formatting_changes,0.871443,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_59,code_generation,paraphrasing,0.977919,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_59,code_generation,reordering,0.836345,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_59,code_generation,surface_noise,0.910474,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_6,code_generation,context_injection,0.996603,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_6,code_generation,formatting_changes,0.998789,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_6,code_generation,paraphrasing,0.996967,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_6,code_generation,reordering,0.843076,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_6,code_generation,surface_noise,0.999489,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_60,code_generation,context_injection,0.990488,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_60,code_generation,formatting_changes,0.991180,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_60,code_generation,paraphrasing,0.895023,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_60,code_generation,reordering,0.967896,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_60,code_generation,surface_noise,0.995124,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_62,code_generation,context_injection,0.734915,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_62,code_generation,formatting_changes,0.962273,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_62,code_generation,paraphrasing,0.953082,0.000000,1.000000,0.000000,1.000000,1.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_62,code_generation,reordering,0.757572,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_62,code_generation,surface_noise,0.822609,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_63,code_generation,context_injection,0.936915,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_63,code_generation,formatting_changes,0.955586,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_63,code_generation,paraphrasing,0.795803,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_63,code_generation,reordering,0.927297,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_63,code_generation,surface_noise,0.852284,0.200000,1.000000,0.200000,0.800000,0.800000,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,context_injection,0.977166,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,formatting_changes,0.980961,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,paraphrasing,0.953439,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,reordering,0.961796,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_64,code_generation,surface_noise,0.980523,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_66,code_generation,context_injection,0.912319,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_66,code_generation,formatting_changes,0.956546,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_66,code_generation,paraphrasing,0.781941,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_66,code_generation,reordering,0.790736,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_66,code_generation,surface_noise,0.933114,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_67,code_generation,context_injection,0.820961,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_67,code_generation,formatting_changes,0.875884,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_67,code_generation,paraphrasing,0.812114,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_67,code_generation,reordering,0.855728,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_67,code_generation,surface_noise,0.819407,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,context_injection,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,formatting_changes,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,paraphrasing,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,reordering,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_68,code_generation,surface_noise,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_69,code_generation,context_injection,0.952870,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_69,code_generation,formatting_changes,0.961777,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_69,code_generation,paraphrasing,0.845430,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_69,code_generation,reordering,0.963775,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_69,code_generation,surface_noise,0.969735,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,context_injection,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,formatting_changes,0.998061,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,paraphrasing,0.991205,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,reordering,0.990272,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_7,code_generation,surface_noise,0.990203,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_70,code_generation,context_injection,0.996304,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_70,code_generation,formatting_changes,0.976661,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_70,code_generation,paraphrasing,0.805718,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_70,code_generation,reordering,0.988552,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_70,code_generation,surface_noise,0.994209,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_71,code_generation,context_injection,0.985206,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_71,code_generation,formatting_changes,0.979320,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_71,code_generation,paraphrasing,0.985272,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_71,code_generation,reordering,0.953493,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_71,code_generation,surface_noise,0.984728,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_72,code_generation,context_injection,0.896224,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_72,code_generation,formatting_changes,0.861594,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_72,code_generation,paraphrasing,0.881540,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_72,code_generation,reordering,0.872661,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_72,code_generation,surface_noise,0.904080,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_73,code_generation,context_injection,0.943835,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_73,code_generation,formatting_changes,0.961693,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_73,code_generation,paraphrasing,0.945645,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_73,code_generation,reordering,0.968210,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_73,code_generation,surface_noise,0.949407,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_74,code_generation,context_injection,0.896527,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_74,code_generation,formatting_changes,0.887578,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_74,code_generation,paraphrasing,0.836725,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_74,code_generation,reordering,0.780887,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_74,code_generation,surface_noise,0.903715,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,context_injection,0.860724,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,formatting_changes,0.926843,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,paraphrasing,0.908834,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,reordering,0.915570,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_75,code_generation,surface_noise,0.854441,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_76,code_generation,context_injection,0.885319,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_76,code_generation,formatting_changes,0.876495,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_76,code_generation,paraphrasing,0.875326,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_76,code_generation,reordering,0.867692,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_76,code_generation,surface_noise,0.824643,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_77,code_generation,context_injection,0.950264,0.600000,1.000000,0.600000,0.400000,0.400000,sentence-transformers/all-MiniLM-L6-v2
code_generation_77,code_generation,formatting_changes,0.917327,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_77,code_generation,paraphrasing,0.875986,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_77,code_generation,reordering,0.899954,0.800000,1.000000,0.800000,0.200000,0.200000,sentence-transformers/all-MiniLM-L6-v2
code_generation_77,code_generation,surface_noise,0.950091,0.800000,1.000000,0.800000,0.200000,0.200000,sentence-transformers/all-MiniLM-L6-v2
code_generation_78,code_generation,context_injection,0.889014,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_78,code_generation,formatting_changes,0.921977,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_78,code_generation,paraphrasing,0.865677,0.000000,1.000000,0.000000,1.000000,1.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_78,code_generation,reordering,0.943363,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_78,code_generation,surface_noise,0.926402,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_79,code_generation,context_injection,0.996564,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_79,code_generation,formatting_changes,0.968831,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_79,code_generation,paraphrasing,0.936532,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_79,code_generation,reordering,0.931499,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_79,code_generation,surface_noise,0.993240,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_8,code_generation,context_injection,0.996842,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_8,code_generation,formatting_changes,0.994573,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_8,code_generation,paraphrasing,0.989058,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_8,code_generation,reordering,0.996378,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_8,code_generation,surface_noise,0.996986,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_80,code_generation,context_injection,0.997770,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_80,code_generation,formatting_changes,0.999634,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_80,code_generation,paraphrasing,0.754250,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_80,code_generation,reordering,0.924731,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_80,code_generation,surface_noise,0.999904,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_81,code_generation,context_injection,0.826995,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_81,code_generation,formatting_changes,0.821192,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_81,code_generation,paraphrasing,0.636305,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_81,code_generation,reordering,0.815836,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_81,code_generation,surface_noise,0.844491,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_82,code_generation,context_injection,0.948791,0.600000,1.000000,0.600000,0.400000,0.400000,sentence-transformers/all-MiniLM-L6-v2
code_generation_82,code_generation,formatting_changes,0.915100,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_82,code_generation,paraphrasing,0.917232,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_82,code_generation,reordering,0.867920,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_82,code_generation,surface_noise,0.941138,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_83,code_generation,context_injection,0.870081,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_83,code_generation,formatting_changes,0.886097,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_83,code_generation,paraphrasing,0.871094,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_83,code_generation,reordering,0.958337,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_83,code_generation,surface_noise,0.903213,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_84,code_generation,context_injection,0.821849,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_84,code_generation,formatting_changes,0.903160,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_84,code_generation,paraphrasing,0.759556,0.000000,1.000000,0.000000,1.000000,1.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_84,code_generation,reordering,0.889874,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_84,code_generation,surface_noise,0.926055,0.800000,1.000000,0.800000,0.200000,0.200000,sentence-transformers/all-MiniLM-L6-v2
code_generation_85,code_generation,context_injection,0.863243,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_85,code_generation,formatting_changes,0.944757,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_85,code_generation,paraphrasing,0.934477,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_85,code_generation,reordering,0.932215,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_85,code_generation,surface_noise,0.947149,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_86,code_generation,context_injection,0.859884,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_86,code_generation,formatting_changes,0.808311,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_86,code_generation,paraphrasing,0.925176,0.800000,1.000000,0.800000,0.200000,0.200000,sentence-transformers/all-MiniLM-L6-v2
code_generation_86,code_generation,reordering,0.775888,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_86,code_generation,surface_noise,0.858914,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_87,code_generation,context_injection,0.702644,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_87,code_generation,formatting_changes,0.976402,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_87,code_generation,paraphrasing,0.899441,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_87,code_generation,reordering,0.982532,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
code_generation_87,code_generation,surface_noise,0.867010,0.800000,1.000000,0.800000,0.200000,0.200000,sentence-transformers/all-MiniLM-L6-v2
code_generation_88,code_generation,context_injection,0.975391,1.000000,1.000000,1.000000,0.000000,0.000000,sentence-transformers/all-MiniLM-L6-v2
